shipment_id,supplier,product,distance_km,order_quantity,supplier_reliability,historical_delay_rate,lead_time_days,inventory_level,supplier_capacity,shipping_cost,weather_risk,demand_forecast,delay
SHP02301,Supplier_A,Processors,3819,1867,0.98,0.08,15,2897,9728,11649.06,0.81,999,1
SHP02302,Supplier_A,Displays,1777,1031,0.93,0.26,10,407,9996,799.29,0.64,1715,1
SHP02303,Supplier_C,Processors,548,1917,0.8,0.27,8,1761,7682,17891.45,0.7,2876,1
SHP02304,Supplier_A,Batteries,4787,337,0.84,0.34,8,1459,9097,18454.46,0.92,797,0
SHP02305,Supplier_A,Displays,181,1676,0.78,0.08,27,374,1555,14794.88,0.81,2084,1
SHP02306,Supplier_A,Batteries,1506,530,0.87,0.06,19,800,9067,9597.71,0.61,1702,1
SHP02307,Supplier_B,Displays,1580,686,0.91,0.07,17,305,6341,5470.48,0.66,195,0
SHP02308,Supplier_D,Processors,1179,550,0.83,0.08,9,2516,6043,15010.19,0.15,2589,1
SHP02309,Supplier_C,Batteries,3698,1711,0.95,0.19,17,2308,8400,18670.05,0.47,2598,1
SHP02310,Supplier_C,Batteries,4614,101,0.85,0.34,20,960,7029,3591.41,0.3,2026,0
SHP02311,Supplier_B,Batteries,4283,1989,0.74,0.21,16,633,7818,9583.53,0.43,2381,0
SHP02312,Supplier_D,Displays,3780,152,0.88,0.19,26,626,3094,6647.6,0.66,1798,0
SHP02313,Supplier_C,Sensors,2803,1434,0.83,0.24,16,2263,4478,7456.46,0.15,1280,1
SHP02314,Supplier_A,Processors,4410,1497,0.97,0.04,7,2311,3930,8412.28,0.02,2123,1
SHP02315,Supplier_C,Batteries,3856,748,0.81,0.29,10,2626,9445,19060.03,0.4,892,0
SHP02316,Supplier_A,Sensors,1858,1278,0.82,0.23,16,1921,4520,5543.42,0.32,2175,1
SHP02317,Supplier_B,Processors,2699,1087,0.89,0.08,26,1202,1058,10107.18,0.42,1022,0
SHP02318,Supplier_A,Processors,2650,1689,0.85,0.23,8,2100,4702,19054.01,0.93,1581,1
SHP02319,Supplier_C,Batteries,3953,1702,0.81,0.22,27,944,3607,9783.11,0.71,2991,1
SHP02320,Supplier_C,Batteries,2846,519,0.99,0.04,29,2993,6110,17340.19,0.33,841,0
SHP02321,Supplier_C,Displays,2392,1539,0.79,0.11,9,1833,9456,1645.91,0.18,1003,1
SHP02322,Supplier_B,Sensors,1601,1377,0.78,0.15,19,1143,2707,19084.09,0.62,2133,1
SHP02323,Supplier_B,Sensors,4504,1678,0.95,0.1,22,2149,3293,4156.86,0.66,1545,0
SHP02324,Supplier_D,Batteries,330,476,0.7,0.1,17,486,3484,19608.73,0.48,474,0
SHP02325,Supplier_C,Processors,4350,1729,0.76,0.21,16,1071,3735,3923.75,0.21,1772,1
SHP02326,Supplier_A,Batteries,1298,159,0.87,0.18,4,2191,4455,9165.14,0.03,723,1
SHP02327,Supplier_B,Processors,214,1748,0.75,0.24,2,2684,1937,6517.98,0.27,2446,0
SHP02328,Supplier_C,Processors,1513,1638,0.99,0.34,14,2700,1877,8948.01,0.46,1148,1
SHP02329,Supplier_C,Batteries,4506,564,0.83,0.24,23,2183,9738,5385.23,0.79,705,0
SHP02330,Supplier_B,Microchips,1092,117,0.87,0.21,13,567,3462,19323.69,0.85,2213,0
SHP02331,Supplier_D,Sensors,2447,1319,0.75,0.3,10,791,5493,6461.64,0.41,2676,1
SHP02332,Supplier_B,Processors,1141,438,0.78,0.23,3,2074,7135,13238.86,0.8,1744,1
SHP02333,Supplier_B,Processors,111,1723,0.88,0.07,10,2527,8981,3180.23,0.99,1514,1
SHP02334,Supplier_A,Microchips,3776,357,0.86,0.12,9,912,3215,16575.56,0.72,377,0
SHP02335,Supplier_A,Displays,4925,1998,0.93,0.26,28,2091,6726,11078.9,0.73,2157,1
SHP02336,Supplier_D,Microchips,3165,1425,0.78,0.26,26,2926,6947,19599.2,0.91,1264,1
SHP02337,Supplier_C,Microchips,2136,1872,0.89,0.35,6,92,9421,8756.34,0.34,127,0
SHP02338,Supplier_B,Processors,3146,1139,0.78,0.23,14,1897,2427,4311.23,0.01,1310,0
SHP02339,Supplier_D,Sensors,2450,509,0.87,0.32,3,1783,7287,7247.37,0.99,2540,0
SHP02340,Supplier_A,Microchips,640,396,0.88,0.04,11,453,2699,14870.83,0.49,2867,0
SHP02341,Supplier_B,Displays,2960,374,0.74,0.21,27,1376,3145,13352.58,0.79,948,0
SHP02342,Supplier_C,Batteries,176,716,0.86,0.32,7,1255,9198,15677.77,0.81,360,0
SHP02343,Supplier_A,Microchips,3167,1672,0.7,0.11,8,2266,7958,1932.67,0.4,137,0
SHP02344,Supplier_A,Microchips,123,1106,0.85,0.07,4,2300,5272,11817.19,0.54,1189,0
SHP02345,Supplier_A,Displays,775,117,0.9,0.14,15,2803,2823,18677.29,0.54,1598,0
SHP02346,Supplier_D,Sensors,2494,236,0.72,0.28,17,2640,4984,2604.09,0.22,566,1
SHP02347,Supplier_C,Microchips,4367,241,0.97,0.05,7,2199,9822,2339.54,0.12,2211,0
SHP02348,Supplier_B,Microchips,3498,1286,0.83,0.22,23,1649,9461,14473.79,0.54,2894,1
SHP02349,Supplier_D,Sensors,2859,1673,0.97,0.06,9,2443,4771,6646.06,0.12,1303,0
SHP02350,Supplier_D,Displays,588,477,0.73,0.16,2,2700,1500,13342.29,0.35,2825,0
SHP02351,Supplier_D,Microchips,1585,1424,0.98,0.34,21,491,6606,11135.0,0.19,2992,1
SHP02352,Supplier_A,Sensors,3759,1181,0.73,0.08,16,299,8939,19728.3,0.71,2112,0
SHP02353,Supplier_C,Microchips,3335,1313,0.83,0.03,18,927,6607,17836.6,0.87,1910,1
SHP02354,Supplier_D,Batteries,2519,265,0.97,0.16,25,1936,3750,13722.42,0.58,2246,1
SHP02355,Supplier_B,Processors,3595,226,0.77,0.21,19,1353,2312,5602.66,0.41,403,1
SHP02356,Supplier_C,Batteries,856,1638,0.71,0.12,25,1790,3153,5607.21,1.0,1196,0
SHP02357,Supplier_B,Microchips,2624,1403,0.93,0.2,4,1162,5736,17703.75,0.02,1046,0
SHP02358,Supplier_C,Displays,4350,610,0.87,0.33,25,1994,1608,11914.15,0.3,1266,1
SHP02359,Supplier_B,Processors,356,930,0.85,0.12,7,2768,6104,15890.99,0.28,313,0
SHP02360,Supplier_A,Batteries,1879,675,0.71,0.12,18,1948,2663,9272.35,0.36,2452,0
SHP02361,Supplier_D,Sensors,4869,1523,0.89,0.18,24,2072,4294,2509.94,0.23,1537,1
SHP02362,Supplier_B,Displays,2215,656,0.75,0.19,14,297,6924,6987.39,0.26,1852,1
SHP02363,Supplier_C,Batteries,3448,1520,0.97,0.02,24,2749,2997,3642.41,0.26,444,1
SHP02364,Supplier_D,Sensors,4868,1610,0.9,0.22,23,2998,7022,15745.74,0.51,843,0
SHP02365,Supplier_D,Microchips,1572,1717,0.91,0.35,18,2188,4185,14159.98,0.39,1721,0
SHP02366,Supplier_C,Sensors,358,228,0.77,0.12,22,617,2531,2224.05,0.64,2641,0
SHP02367,Supplier_B,Batteries,4175,444,0.96,0.23,17,1919,5216,12617.02,0.51,1804,1
SHP02368,Supplier_A,Batteries,406,1218,0.86,0.02,18,1912,8384,17545.64,0.18,2022,0
SHP02369,Supplier_A,Microchips,1218,925,0.95,0.22,2,1238,4706,14098.6,0.81,1248,0
SHP02370,Supplier_B,Sensors,3117,1011,0.78,0.17,17,2645,8259,10466.68,0.47,2988,1
SHP02371,Supplier_D,Sensors,4441,247,0.92,0.19,7,1403,5502,6581.33,0.15,2555,0
SHP02372,Supplier_D,Microchips,2880,1018,0.87,0.2,9,2177,9867,17798.39,0.17,1359,0
SHP02373,Supplier_D,Sensors,1758,1910,0.71,0.08,2,983,6004,8744.7,0.8,756,0
SHP02374,Supplier_D,Microchips,286,1157,0.82,0.27,3,1030,4544,17180.17,0.7,716,0
SHP02375,Supplier_B,Displays,1897,718,0.75,0.2,16,919,4818,15768.5,0.51,2491,0
SHP02376,Supplier_D,Batteries,1024,1158,0.8,0.11,6,218,9087,16416.43,0.31,875,0
SHP02377,Supplier_C,Displays,884,506,0.81,0.33,25,2721,8082,19801.05,0.46,1769,0
SHP02378,Supplier_D,Processors,3544,1549,0.84,0.02,28,428,4443,15100.79,0.64,2211,1
SHP02379,Supplier_A,Processors,3296,1326,0.87,0.26,21,1282,6709,1163.8,0.88,2107,1
SHP02380,Supplier_D,Processors,1460,1960,0.87,0.15,16,1982,2047,4505.96,0.56,601,1
SHP02381,Supplier_B,Microchips,440,121,0.71,0.19,22,1975,3660,1186.31,0.28,1759,1
SHP02382,Supplier_A,Sensors,662,272,0.92,0.12,11,243,8930,4203.31,0.04,706,0
SHP02383,Supplier_B,Displays,4846,325,0.98,0.13,6,313,8058,1698.07,0.18,529,0
SHP02384,Supplier_B,Displays,3099,1868,0.8,0.03,4,1320,7266,10281.53,0.65,1104,1
SHP02385,Supplier_A,Displays,1293,1849,0.75,0.26,7,1703,9955,1050.02,0.16,1369,0
SHP02386,Supplier_B,Displays,3210,1319,0.86,0.25,22,1521,9077,9715.29,0.48,1712,1
SHP02387,Supplier_B,Processors,168,1414,0.9,0.24,16,2065,4408,18027.4,0.7,193,0
SHP02388,Supplier_D,Displays,2528,622,0.9,0.31,19,1813,7301,15097.23,0.31,2462,1
SHP02389,Supplier_C,Sensors,3698,973,0.88,0.32,15,570,8494,18907.14,0.67,2300,0
SHP02390,Supplier_B,Processors,2472,520,0.74,0.2,11,968,2684,4919.61,0.58,1363,1
SHP02391,Supplier_B,Displays,4656,503,0.94,0.25,5,2576,1869,10856.17,0.44,2287,0
SHP02392,Supplier_B,Microchips,943,1844,0.82,0.02,12,1350,6123,6712.3,0.9,1720,0
SHP02393,Supplier_D,Batteries,673,1018,0.76,0.3,21,623,6875,10129.49,0.69,315,1
SHP02394,Supplier_C,Batteries,4314,56,0.73,0.29,8,1587,8212,11362.98,0.36,2941,1
SHP02395,Supplier_A,Batteries,2696,237,0.82,0.03,16,1433,7727,1205.63,0.8,469,0
SHP02396,Supplier_D,Processors,4841,53,0.88,0.2,24,2940,1542,5048.49,0.74,1071,1
SHP02397,Supplier_D,Displays,1578,1816,0.89,0.32,10,1430,3203,14243.07,0.79,2388,1
SHP02398,Supplier_C,Processors,2173,1718,0.98,0.08,16,1573,3935,15572.1,0.64,1080,0
SHP02399,Supplier_C,Sensors,1613,956,0.74,0.14,27,945,1751,11604.3,0.38,1658,1
SHP02400,Supplier_D,Microchips,1068,1198,0.99,0.13,13,1156,3111,5781.17,0.35,2468,0
SHP02401,Supplier_A,Microchips,2296,1088,0.89,0.14,19,566,9612,8399.14,0.65,2192,0
SHP02402,Supplier_D,Batteries,1611,1009,0.83,0.03,7,1073,8276,2372.72,0.13,713,1
SHP02403,Supplier_C,Batteries,754,574,0.96,0.11,19,945,6699,19087.0,0.82,383,0
SHP02404,Supplier_A,Batteries,3092,679,0.9,0.12,26,514,1546,17439.21,0.37,2020,0
SHP02405,Supplier_C,Displays,4750,1313,0.8,0.31,19,1660,5961,1779.25,0.63,2134,1
SHP02406,Supplier_A,Sensors,4620,824,0.96,0.14,23,662,3557,3746.57,0.5,1914,0
SHP02407,Supplier_B,Sensors,392,409,0.89,0.17,25,654,2571,11831.34,0.52,1335,0
SHP02408,Supplier_C,Sensors,2701,567,0.9,0.15,7,1704,7584,5032.39,0.74,771,0
SHP02409,Supplier_C,Sensors,4626,1393,0.96,0.06,29,670,9645,18720.81,0.63,2234,0
SHP02410,Supplier_D,Batteries,4512,1304,0.83,0.35,16,2652,3691,15234.02,0.25,1582,0
SHP02411,Supplier_C,Microchips,4593,1103,0.89,0.29,20,2233,7960,5829.18,0.07,2330,1
SHP02412,Supplier_C,Batteries,1688,1607,0.92,0.2,6,2427,5774,618.98,0.84,1451,0
SHP02413,Supplier_B,Sensors,695,970,0.83,0.18,5,2492,1059,16089.22,0.88,2446,0
SHP02414,Supplier_C,Batteries,2693,1229,0.72,0.23,18,205,7211,8769.75,0.16,2545,0
SHP02415,Supplier_B,Sensors,2223,1703,0.92,0.13,22,2967,2338,13026.37,0.31,113,0
SHP02416,Supplier_B,Processors,2043,901,0.71,0.04,11,2635,9658,6096.01,0.28,2247,0
SHP02417,Supplier_B,Microchips,1015,984,0.91,0.15,13,2765,8001,3286.03,0.94,855,0
SHP02418,Supplier_B,Processors,3969,950,0.96,0.34,6,293,8948,13668.58,0.2,268,1
SHP02419,Supplier_A,Displays,2894,1778,0.8,0.08,8,2644,3471,9281.33,0.17,2379,0
SHP02420,Supplier_D,Batteries,3178,448,0.73,0.19,13,499,9911,5085.81,0.18,1234,0
SHP02421,Supplier_A,Displays,1075,1419,0.77,0.02,24,2375,9754,3183.75,0.73,2761,0
SHP02422,Supplier_C,Batteries,1175,1268,0.86,0.06,3,803,5520,11819.35,0.89,828,0
SHP02423,Supplier_A,Processors,3089,217,0.97,0.21,21,455,9101,14648.22,0.39,339,0
SHP02424,Supplier_A,Sensors,3567,426,0.85,0.12,18,2868,2730,6035.8,0.14,2387,0
SHP02425,Supplier_C,Sensors,1551,1562,0.73,0.32,14,1119,5339,14835.28,0.59,2880,1
SHP02426,Supplier_C,Batteries,3923,1824,0.88,0.15,6,798,8879,4070.88,0.21,369,0
SHP02427,Supplier_C,Sensors,4032,1435,0.91,0.09,6,2869,9037,7099.11,0.06,2687,0
SHP02428,Supplier_A,Processors,2128,1555,0.81,0.2,21,1344,8800,15025.2,0.89,1409,1
SHP02429,Supplier_A,Sensors,462,1317,0.91,0.28,27,1629,4047,13372.8,0.87,2482,1
SHP02430,Supplier_C,Processors,2529,1654,0.79,0.03,13,2335,6225,5775.21,0.98,1689,1
SHP02431,Supplier_D,Displays,3732,656,0.93,0.19,13,2085,2785,2881.63,0.47,542,0
SHP02432,Supplier_D,Processors,2418,1060,0.8,0.28,8,1240,2962,1328.23,0.29,824,1
SHP02433,Supplier_B,Microchips,3185,638,0.77,0.05,7,1449,8246,16839.35,0.77,1007,1
SHP02434,Supplier_C,Microchips,2445,1244,0.95,0.32,11,2298,6965,1965.27,0.18,1626,1
SHP02435,Supplier_B,Microchips,3698,1586,0.86,0.11,20,2843,3678,2739.48,0.24,2517,1
SHP02436,Supplier_D,Batteries,4429,1479,0.78,0.08,17,2329,7105,5135.36,0.26,1243,1
SHP02437,Supplier_B,Batteries,1831,1647,0.97,0.21,3,773,6307,9190.56,0.95,174,1
SHP02438,Supplier_C,Batteries,126,1280,0.9,0.08,5,1491,4123,15900.85,0.73,2570,1
SHP02439,Supplier_C,Processors,192,1227,0.76,0.24,10,1227,4143,5325.87,0.13,169,0
SHP02440,Supplier_C,Batteries,2764,1859,0.88,0.18,27,774,3800,11098.41,0.09,2982,1
SHP02441,Supplier_A,Displays,408,97,0.95,0.06,6,136,1323,2262.26,0.84,844,1
SHP02442,Supplier_B,Microchips,151,1722,0.9,0.32,2,2800,3202,9557.96,0.8,2418,0
SHP02443,Supplier_D,Processors,418,1074,0.77,0.24,12,2917,7202,3963.96,0.67,231,1
SHP02444,Supplier_D,Microchips,2092,1820,0.89,0.2,20,103,8442,4618.24,0.2,1221,1
SHP02445,Supplier_D,Batteries,4376,1978,0.88,0.14,26,1801,2794,7653.15,0.48,201,1
SHP02446,Supplier_A,Processors,3991,1841,0.94,0.06,24,1115,3342,15346.28,0.6,1290,0
SHP02447,Supplier_A,Sensors,4842,1480,0.75,0.25,4,1303,4045,15007.74,0.93,1228,1
SHP02448,Supplier_C,Displays,4056,1180,0.9,0.29,2,791,2307,8591.97,0.17,2089,1
SHP02449,Supplier_D,Batteries,2792,222,0.71,0.06,5,2791,2455,2814.09,0.52,697,0
SHP02450,Supplier_A,Batteries,3118,555,0.9,0.18,10,2533,6391,5973.49,0.16,1672,0
SHP02451,Supplier_C,Displays,2124,1203,0.98,0.18,29,1922,3539,10354.44,0.44,1565,0
SHP02452,Supplier_D,Displays,4531,447,0.75,0.14,17,2691,4618,17453.53,0.2,771,1
SHP02453,Supplier_B,Sensors,1625,343,0.79,0.28,8,2539,3378,19380.96,0.84,734,1
SHP02454,Supplier_C,Batteries,1378,601,0.87,0.05,6,2264,3205,12930.68,0.25,1023,0
SHP02455,Supplier_A,Batteries,613,1520,0.91,0.09,14,1996,2139,7338.39,0.42,2109,0
SHP02456,Supplier_A,Microchips,4437,899,0.8,0.02,12,2663,4591,14022.34,0.41,2999,0
SHP02457,Supplier_C,Processors,1833,1089,0.89,0.14,15,1536,5714,7056.49,0.87,2567,1
SHP02458,Supplier_C,Processors,3470,1712,0.96,0.12,23,122,5714,12696.73,0.76,2408,1
SHP02459,Supplier_A,Microchips,4021,934,0.91,0.31,18,774,5667,5253.45,0.06,1557,0
SHP02460,Supplier_B,Processors,2600,1422,0.91,0.27,24,319,9457,5706.28,0.07,2563,0
SHP02461,Supplier_D,Displays,3564,1053,0.81,0.05,13,268,9293,1966.9,0.55,1478,0
SHP02462,Supplier_B,Processors,2359,1276,0.96,0.26,22,596,8854,8692.75,0.43,2848,1
SHP02463,Supplier_C,Processors,4863,183,0.78,0.24,24,1151,8158,12554.4,0.28,1508,1
SHP02464,Supplier_B,Microchips,4789,820,0.76,0.11,22,2405,4973,15881.5,0.79,2690,1
SHP02465,Supplier_A,Sensors,2759,1599,0.81,0.03,22,1838,3269,16301.8,0.13,1398,1
SHP02466,Supplier_C,Processors,355,557,0.89,0.06,20,2018,3483,19852.67,0.97,2019,0
SHP02467,Supplier_D,Processors,1602,1139,0.95,0.1,6,1977,2213,2211.24,0.02,1811,0
SHP02468,Supplier_A,Sensors,4756,529,0.74,0.29,25,470,5735,10116.17,0.12,2963,0
SHP02469,Supplier_A,Microchips,2210,912,0.94,0.17,9,1309,5429,10666.8,0.31,148,0
SHP02470,Supplier_D,Sensors,506,508,0.94,0.32,3,1907,6995,16188.4,0.51,543,1
SHP02471,Supplier_D,Microchips,2949,1415,0.87,0.28,28,2946,1569,5693.99,0.22,271,1
SHP02472,Supplier_B,Displays,3276,1780,0.92,0.11,18,2983,9095,1852.76,0.74,1029,0
SHP02473,Supplier_C,Microchips,1960,675,0.75,0.3,3,2559,2545,6618.3,0.36,1947,0
SHP02474,Supplier_D,Displays,4454,208,0.75,0.06,28,634,1908,19686.59,0.04,105,0
SHP02475,Supplier_D,Displays,822,210,0.95,0.03,24,1612,5462,18039.1,0.88,1327,1
SHP02476,Supplier_C,Microchips,1382,1327,0.84,0.22,4,2135,5083,8207.32,0.94,2516,0
SHP02477,Supplier_D,Batteries,713,1970,0.77,0.13,25,1839,4340,17587.3,0.62,821,1
SHP02478,Supplier_D,Microchips,3431,989,0.9,0.13,21,2523,7947,1138.71,0.81,1030,1
SHP02479,Supplier_B,Processors,3216,1600,0.96,0.25,27,1942,8039,6626.98,0.12,2428,0
SHP02480,Supplier_A,Processors,2078,1622,0.88,0.3,27,2531,8112,14672.83,0.27,1178,0
SHP02481,Supplier_A,Batteries,912,204,0.8,0.13,25,254,3425,4818.32,0.33,1292,0
SHP02482,Supplier_A,Displays,1886,535,0.84,0.13,19,2802,8155,4368.62,0.96,2575,1
SHP02483,Supplier_A,Batteries,430,481,0.92,0.2,16,791,7670,17305.25,0.51,1635,0
SHP02484,Supplier_D,Processors,2312,1100,0.72,0.24,6,1254,2872,12511.1,0.01,512,0
SHP02485,Supplier_C,Batteries,1316,1053,0.76,0.09,23,2137,5909,19785.94,0.38,938,0
SHP02486,Supplier_C,Microchips,4582,1085,0.83,0.32,18,2938,9397,3126.06,0.01,2195,1
SHP02487,Supplier_B,Batteries,3437,116,0.88,0.24,15,217,1815,7444.5,0.24,1126,1
SHP02488,Supplier_B,Displays,2475,591,0.8,0.23,2,691,1065,6568.66,0.45,784,1
SHP02489,Supplier_D,Microchips,1340,145,0.79,0.32,15,1155,3051,17662.58,0.32,2935,0
SHP02490,Supplier_C,Sensors,419,264,0.71,0.32,10,2784,1002,5478.28,0.03,2476,0
SHP02491,Supplier_C,Processors,4594,243,0.71,0.06,6,1873,8426,7392.49,0.12,2380,1
SHP02492,Supplier_A,Processors,2014,1720,0.78,0.07,5,2697,1324,3285.26,0.55,1799,0
SHP02493,Supplier_D,Batteries,4300,1363,0.85,0.27,2,151,7134,15620.32,0.7,159,0
SHP02494,Supplier_D,Microchips,4891,1617,0.86,0.34,4,2857,1604,5135.21,0.4,689,1
SHP02495,Supplier_A,Sensors,429,934,0.84,0.24,21,2815,5891,1832.25,0.73,2677,1
SHP02496,Supplier_D,Microchips,759,88,0.82,0.16,12,138,3582,8984.62,0.16,2134,0
SHP02497,Supplier_D,Processors,3788,1937,0.77,0.25,17,2442,4122,8133.43,0.12,1189,1
SHP02498,Supplier_B,Microchips,3218,988,0.82,0.1,12,2897,8976,3963.38,0.84,1154,1
SHP02499,Supplier_C,Sensors,2072,988,0.74,0.35,22,1996,4114,3105.15,0.34,1081,1
SHP02500,Supplier_D,Batteries,1893,255,0.73,0.16,11,657,1346,17982.87,0.43,1873,1
SHP02501,Supplier_B,Displays,3318,1972,0.79,0.33,13,2256,4443,1822.97,0.95,876,0
SHP02502,Supplier_C,Microchips,4657,991,0.99,0.16,6,2633,3254,2436.56,0.42,247,0
SHP02503,Supplier_A,Displays,2633,604,0.79,0.33,11,2260,9302,5278.42,0.0,146,1
SHP02504,Supplier_B,Processors,2557,533,0.97,0.13,25,335,1022,19080.36,0.94,1367,1
SHP02505,Supplier_B,Batteries,3200,1410,0.81,0.27,14,914,4816,2164.99,0.01,1601,0
SHP02506,Supplier_C,Batteries,4466,1569,0.83,0.33,20,104,2707,16412.29,0.66,1718,1
SHP02507,Supplier_A,Microchips,2833,820,0.93,0.23,8,625,7715,17895.02,0.32,2503,1
SHP02508,Supplier_B,Batteries,4580,298,0.73,0.24,17,2130,7053,7868.42,0.47,2801,1
SHP02509,Supplier_D,Microchips,4255,1147,0.75,0.05,7,607,4815,6230.94,0.55,1764,1
SHP02510,Supplier_D,Microchips,319,422,0.98,0.18,11,780,9938,13708.87,0.41,2600,0
SHP02511,Supplier_D,Displays,2918,1904,0.85,0.31,28,1042,1514,14201.37,0.77,2669,1
SHP02512,Supplier_A,Batteries,2006,928,0.71,0.1,11,850,7287,15709.55,0.93,2324,1
SHP02513,Supplier_B,Microchips,2711,1881,0.71,0.28,27,245,4039,16696.05,0.09,2122,1
SHP02514,Supplier_D,Displays,2693,1859,0.96,0.24,12,497,6861,5733.71,0.8,309,1
SHP02515,Supplier_A,Sensors,195,884,0.95,0.09,23,1871,3856,13895.75,0.13,286,1
SHP02516,Supplier_D,Displays,1088,920,0.83,0.11,11,1664,3341,3130.66,0.08,1148,1
SHP02517,Supplier_C,Displays,1212,751,0.75,0.16,26,141,9516,10459.26,0.96,1287,0
SHP02518,Supplier_B,Microchips,2378,187,0.94,0.06,15,657,7336,12451.29,0.49,134,1
SHP02519,Supplier_B,Processors,345,997,0.79,0.32,16,1301,4362,3653.77,0.15,2143,1
SHP02520,Supplier_A,Processors,2258,506,0.82,0.26,8,335,8806,1991.88,0.57,1376,0
SHP02521,Supplier_A,Processors,4429,863,0.9,0.14,14,2971,4490,4297.55,0.26,574,1
SHP02522,Supplier_B,Displays,3449,872,0.8,0.12,12,151,3507,8701.48,0.46,858,0
SHP02523,Supplier_D,Microchips,2825,991,0.88,0.25,8,189,9148,17812.9,0.62,569,0
SHP02524,Supplier_D,Batteries,4177,1916,0.96,0.16,12,884,6167,10872.33,0.87,2669,1
SHP02525,Supplier_C,Displays,4998,493,0.93,0.1,15,1728,4178,15095.61,0.0,363,1
SHP02526,Supplier_D,Displays,2766,402,0.81,0.16,18,2363,8431,3895.82,0.21,1228,0
SHP02527,Supplier_A,Microchips,3299,1045,0.78,0.31,17,2670,4324,2566.57,0.1,866,1
SHP02528,Supplier_A,Sensors,2854,843,0.78,0.04,2,584,2544,5172.54,0.1,506,0
SHP02529,Supplier_D,Displays,1517,460,0.8,0.14,10,2620,6851,6620.67,0.95,2793,0
SHP02530,Supplier_A,Sensors,754,727,0.84,0.34,10,65,9717,11187.99,0.94,1329,0
SHP02531,Supplier_B,Sensors,2542,1863,0.82,0.02,29,610,7172,17684.24,0.75,2783,0
SHP02532,Supplier_B,Processors,210,1611,0.74,0.31,28,2975,5633,8808.81,0.64,1339,1
SHP02533,Supplier_D,Microchips,189,502,0.75,0.14,11,2433,7286,10616.56,0.85,2211,1
SHP02534,Supplier_B,Sensors,862,468,0.8,0.08,20,959,3265,589.96,0.06,2961,0
SHP02535,Supplier_B,Microchips,3272,499,0.86,0.02,16,1463,9904,1149.59,0.12,971,0
SHP02536,Supplier_C,Processors,2279,1044,0.87,0.04,17,2267,9258,2133.5,0.32,137,1
SHP02537,Supplier_C,Microchips,2604,1658,0.84,0.08,12,962,9952,14130.38,0.83,859,0
SHP02538,Supplier_B,Displays,1564,1188,0.91,0.03,28,168,7287,9980.73,0.47,764,0
SHP02539,Supplier_D,Sensors,197,100,0.91,0.13,25,2107,6260,4262.74,0.5,2121,1
SHP02540,Supplier_C,Microchips,392,1442,0.82,0.03,26,2527,9656,12055.69,0.23,321,0
SHP02541,Supplier_A,Batteries,1939,1987,0.74,0.25,18,1541,5191,11119.94,0.65,1465,1
SHP02542,Supplier_A,Microchips,1834,1756,0.85,0.29,29,2146,5899,2231.59,0.89,869,1
SHP02543,Supplier_A,Sensors,2719,1853,0.81,0.31,20,2304,2467,12988.05,0.33,572,1
SHP02544,Supplier_D,Processors,4847,1588,0.74,0.2,14,563,5852,15459.52,0.62,2504,1
SHP02545,Supplier_B,Processors,2296,259,0.98,0.33,7,2057,7101,6087.81,0.33,678,1
SHP02546,Supplier_A,Sensors,3566,937,0.81,0.02,16,1283,8547,13906.03,0.79,334,1
SHP02547,Supplier_D,Displays,2006,1047,0.88,0.06,17,1212,3760,4394.53,0.47,2749,0
SHP02548,Supplier_C,Displays,1821,1976,0.84,0.12,5,86,7421,15256.21,0.34,2241,1
SHP02549,Supplier_B,Processors,3791,1042,0.74,0.28,9,2315,2393,18279.6,0.42,2986,1
SHP02550,Supplier_C,Processors,1916,1975,0.72,0.31,26,1529,4693,9116.41,0.09,2336,1
SHP02551,Supplier_D,Sensors,352,899,0.88,0.22,8,1585,6378,5270.13,0.87,748,0
SHP02552,Supplier_A,Displays,4327,1886,0.77,0.15,28,2277,2699,8283.95,0.96,1808,1
SHP02553,Supplier_A,Processors,3619,1968,0.77,0.24,18,1590,2120,5376.51,0.48,115,1
SHP02554,Supplier_D,Displays,2007,1927,0.98,0.08,17,179,6329,524.17,0.22,1498,0
SHP02555,Supplier_A,Processors,2010,676,0.83,0.17,3,2708,2571,13183.9,0.66,463,1
SHP02556,Supplier_B,Microchips,2621,728,0.71,0.19,18,1821,1728,1329.27,0.45,843,1
SHP02557,Supplier_D,Batteries,3949,1508,0.8,0.05,26,2756,1615,4602.62,0.25,2557,0
SHP02558,Supplier_C,Microchips,1158,826,0.87,0.03,5,408,1370,14587.77,0.04,2321,0
SHP02559,Supplier_D,Processors,3638,1300,0.8,0.27,27,2724,7767,13481.64,0.89,2333,1
SHP02560,Supplier_B,Batteries,2422,712,0.71,0.2,15,1672,6338,1929.91,0.8,569,1
SHP02561,Supplier_B,Batteries,286,317,0.83,0.13,9,1631,5942,13371.07,0.83,1503,0
SHP02562,Supplier_D,Processors,1048,165,0.73,0.16,6,1227,2119,18646.21,0.44,411,0
SHP02563,Supplier_D,Processors,2390,1673,0.88,0.34,6,555,7331,1952.8,0.75,2947,1
SHP02564,Supplier_A,Displays,4459,1903,0.88,0.15,6,1582,8019,8605.92,0.58,634,0
SHP02565,Supplier_B,Processors,4717,803,0.71,0.05,28,867,3422,14723.96,0.37,2676,1
SHP02566,Supplier_D,Sensors,4978,1433,0.78,0.17,6,843,8590,13520.6,0.84,2269,1
